label,Question 
invalid,How to \xc3\x82\xc2\xa0delete\xc3\x82\xc2\xa0nth\xc3\x82\xc2\xa0node\xc3\x82\xc2\xa0in\xc3\x82\xc2\xa0linked\xc3\x82\xc2\xa0list
invalid,Suppose in\xc3\x82\xc2\xa0an\xc3\x82\xc2\xa0abstract\xc3\x82\xc2\xa0class\xc3\x82\xc2\xa0\xc3\x82\xc2\xa0a\xc3\x82\xc2\xa0function\xc3\x82\xc2\xa0called\xc3\x82\xc2\xa0x(),  AND there\xc3\x82\xc2\xa0is\xc3\x82\xc2\xa0another\xc3\x82\xc2\xa0 function\xc3\x82\xc2\xa0with\xc3\x82\xc2\xa0the\xc3\x82\xc2\xa0same\xc3\x82\xc2\xa0name\xc3\x82\xc2\xa0in\xc3\x82\xc2\xa0its\xc3\x82\xc2\xa0derived\xc3\x82\xc2\xa0class.Now\xc3\x82\xc2\xa0create\xc3\x82\xc2\xa0pointer\xc3\x82\xc2\xa0for\xc3\x82\xc2\xa0the\xc3\x82\xc2\xa0abstract\xc3\x82\xc2\xa0class,\xc3\x82\xc2\xa0 point\xc3\x82\xc2\xa0it\xc3\x82\xc2\xa0to\xc3\x82\xc2\xa0the\xc3\x82\xc2\xa0derived\xc3\x82\xc2\xa0class\xc3\x82\xc2\xa0object
invalid,PUZZLE\xc3\x82\xc2\xa0: one\xc3\x82\xc2\xa0circle\xc3\x82\xc2\xa0(radius\xc3\x82\xc2\xa0r) is\xc3\x82\xc2\xa0drawn.You\xc3\x82\xc2\xa0are\xc3\x82\xc2\xa0throwing\xc3\x82\xc2\xa0a\xc3\x82\xc2\xa0stone\xc3\x82\xc2\xa0in\xc3\x82\xc2\xa0it than what\xc3\x82\xc2\xa0is\xc3\x82\xc2\xa0the\xc3\x82\xc2\xa0probability\xc3\x82\xc2\xa0that\xc3\x82\xc2\xa0stone\xc3\x82\xc2\xa0lies\xc3\x82\xc2\xa0near\xc3\x82\xc2\xa0 the\xc3\x82\xc2\xa0center?
invalid,What\xc3\x82\xc2\xa0is\xc3\x82\xc2\xa0the\xc3\x82\xc2\xa0difference\xc3\x82\xc2\xa0between\xc3\x82\xc2\xa0window\xc3\x82\xc2\xa0os\xc3\x82\xc2\xa0and\xc3\x82\xc2\xa0ubuntu
invalid,What are the\xc3\x82\xc2\xa0 advantages\xc3\x82\xc2\xa0and\xc3\x82\xc2\xa0disadvantages\xc3\x82\xc2\xa0of\xc3\x82\xc2\xa0open\xc3\x82\xc2\xa0source\xc3\x82\xc2\xa0software
invalid,\xc3\x82\xc2\xa0The\xc3\x82\xc2\xa0use\xc3\x82\xc2\xa0of\xc3\x82\xc2\xa064\xc3\x82\xc2\xa0bit\xc3\x82\xc2\xa0architecture
invalid,Different questions were asked on the basis of resume
invalid,\xc3\x82\xc2\xa0What\xc3\x82\xc2\xa0is\xc3\x82\xc2\xa0sorting
invalid,What is the difference\xc3\x82\xc2\xa0between\xc3\x82\xc2\xa0heap\xc3\x82\xc2\xa0sorting\xc3\x82\xc2\xa0and\xc3\x82\xc2\xa0insertion\xc3\x82\xc2\xa0sorting
invalid,\xc3\x82\xc2\xa0What\xc3\x82\xc2\xa0is\xc3\x82\xc2\xa0type\xc3\x82\xc2\xa0casting
valid,Describe\xc3\x82\xc2\xa0types\xc3\x82\xc2\xa0of\xc3\x82\xc2\xa0inheritance
invalid,What is the \xc3\x82\xc2\xa0source\xc3\x82\xc2\xa0code\xc3\x82\xc2\xa0for\xc3\x82\xc2\xa0doubly\xc3\x82\xc2\xa0linked\xc3\x82\xc2\xa0list
invalid,Tell\xc3\x82\xc2\xa0me\xc3\x82\xc2\xa0about\xc3\x82\xc2\xa0yourself\xc3\x82\xc2\xa0\xc3\x82\xc2\xa0(try\xc3\x82\xc2\xa0to\xc3\x82\xc2\xa0tell\xc3\x82\xc2\xa0all\xc3\x82\xc2\xa0responsibilities\xc3\x82\xc2\xa0undertaken)?
valid,Tell me about your Strengths\xc3\x82\xc2\xa0and\xc3\x82\xc2\xa0weaknesses?
invalid,Where\xc3\x82\xc2\xa0u\xc3\x82\xc2\xa0see\xc3\x82\xc2\xa0yourself\xc3\x82\xc2\xa05\xc3\x82\xc2\xa0years\xc3\x82\xc2\xa0from\xc3\x82\xc2\xa0today?
valid,Tell me about the projects which you have done?
invalid,\xc3\x82\xc2\xa0Questions\xc3\x82\xc2\xa0on\xc3\x82\xc2\xa0hashing,\xc3\x82\xc2\xa0 quick\xc3\x82\xc2\xa0sort\xc3\x82\xc2\xa0etc.write\xc3\x82\xc2\xa0a\xc3\x82\xc2\xa0code\xc3\x82\xc2\xa0to\xc3\x82\xc2\xa0efficiently\xc3\x82\xc2\xa0search\xc3\x82\xc2\xa0for\xc3\x82\xc2\xa0an\xc3\x82\xc2\xa0element\xc3\x82\xc2\xa0in\xc3\x82\xc2\xa0an\xc3\x82\xc2\xa0array\xc3\x82\xc2\xa0 where\xc3\x82\xc2\xa0the\xc3\x82\xc2\xa0rows\xc3\x82\xc2\xa0and\xc3\x82\xc2\xa0columns\xc3\x82\xc2\xa0are\xc3\x82\xc2\xa0sorted
invalid,write\xc3\x82\xc2\xa0a\xc3\x82\xc2\xa0code\xc3\x82\xc2\xa0to\xc3\x82\xc2\xa0detect\xc3\x82\xc2\xa0loop\xc3\x82\xc2\xa0in\xc3\x82\xc2\xa0linked\xc3\x82\xc2\xa0list\xc3\x82\xc2\xa0and\xc3\x82\xc2\xa0remove\xc3\x82\xc2\xa0 it\xc3\x82\xc2\xa0
invalid,Tell\xc3\x82\xc2\xa0about\xc3\x82\xc2\xa0Function\xc3\x82\xc2\xa0Overloading,Polymorphism\xc3\x82\xc2\xa0and\xc3\x82\xc2\xa0to\xc3\x82\xc2\xa0give\xc3\x82\xc2\xa0the\xc3\x82\xc2\xa0 difference
invalid,simple\xc3\x82\xc2\xa0C\xc3\x82\xc2\xa0program\xc3\x82\xc2\xa0to\xc3\x82\xc2\xa0accept\xc3\x82\xc2\xa0and\xc3\x82\xc2\xa0print\xc3\x82\xc2\xa0a\xc3\x82\xc2\xa0name
valid,Tell me something about yourself
valid,Why do you want to join Infosys?
valid,Are you a organized person?
valid,What do you want to see yourself after 5 years?
valid,Tell me about your BE project?
valid,OOPS characteristics
invalid,DBMS related questions
invalid,Puzzles
invalid,C
invalid,BE project
invalid,Max voltage of tansmission line in India?
invalid,Main protection for CT. Answer to this question is its secondary should be grounded
valid,Speed control methods for induction motors
invalid,Seating Arrangement
invalid,In a desert you have infinite fuel stocked at  a place, and you have a car which gives 1 mile per litre., desert is 100 miles long, and car can hold 20 litres, how to reach the end in most optimized way.
invalid,Life in IIT
valid,tell me about yourself?
valid,tell me about yourself
invalid,my PORs at IIT
invalid,discussion about my work ex
invalid,When in a group \xc3\xa2\xe2\x82\xac\xe2\x80\x9c are you the silent one or the one who speaks the most
invalid,Asked to narrate a good story based on my POR
valid,Why consulting?
invalid,Why Auctus?
invalid,Why consult?
invalid,Why Auctus?
invalid,How is Auctus different from other consulting firms?
invalid,Case : Company A manufactures beer bottles and has only 1 customer B. A sells 50 lakhs bottles per annum. B might raise the demand to 1 crore \xc3\xa2\xe2\x82\xac\xc5\x93after a month\xc3\xa2\xe2\x82\xac\xc2\x9d in case IPL takes place this year. A has to decide \xc3\xa2\xe2\x82\xac\xc5\x93today\xc3\xa2\xe2\x82\xac\xc2\x9d if it has to go for production of 1 crore bottles. Options for increased production are: (i) Produce as much as A can and get remaining from 3rd party. (ii) Buy a new machine which could produce 1 crore bottles. There is a probability that the new machine might be defective
invalid,Case : A company is planning to construct a school in Indore. Suggest construction options for profit
valid,About me
valid,Why consulting and why are you a right fit
valid,CV related questions
invalid,Consulting is very challenging. Do you think it is in line with what you want to do in life
valid,Are you fine with travelling for work
invalid,What qualities does a consultant need
invalid,What is the difference between solving a case in an interview and solving a case practically for a client
invalid,There is a beer company. Its current sales is X. It manufactures the beer bottles in-house at present. Since the World Cup is approaching, it is expected that the sales will become 2X. The beer company has to take a call whether it should increase its production. If it increases production, it will have to manufacture more bottles. At present the bottles manufacturing plant is running at 80% capacity. Firstly decide if the company should increase its beer production or not. I had to ask for all the costs involved and selling price from the interviewer. If we go with the option of increasing the production, then shall we manufacture the bottles in-house or outsource them. The costs for each of the activity was given. Explore all possible scenarios and decide.
invalid,I have a piece of land. Should I sell off the land or build a school on it. For this guesstimate, you need to ask a lot of questions and calculate the cost of establishing a school on the land and calculate the cash flows in a 10 year horizon. Compare it with future worth of selling price of the land.
invalid,Binary Tree concepts
valid,Walk us through your resume esp. your work experience
valid,Tell us more about your team structure and project details
valid,What do you know about Agile methodology?
valid,Tell us about the challenges you faced because of the geographically dispersed teams?
invalid,What are your predictions for the I.T sector in the healthcare vertical?
invalid,What are the challenges to achieve such growth? (followup question to the previous question)
invalid,Were you satisfied with your job with CSC?What else are you aiming for after you pass out from IIM-L?
valid,Do you have any questions for us?
valid,Please run me through your CV
valid,What do you know about our company?
valid,Please ask me any anything you want to know
valid,Tell me everything you know about Altisource
valid,Tell me about your job?
valid,Points from CV. Stress was on graduation  and work-ex
invalid,Why MBA?
valid,Why consulting?
invalid,Interviewer gave me a case  and then based on my structure gave me a datasheet
invalid,Some  more questions revolving around FRA concepts
valid,Why Consulting?
invalid,Why should we take you?
invalid,Why should  we not stop recruiting from IIM L?
valid,Tell me about yourself
valid,Biggest failure in life (from the McKinsey test)
invalid,What would your suggestions be to the PM  Narendra Modi on making the recently launched MadeInIndia Campaign successful
invalid,Guesstimate the no. of iPhone 6 that  would be sold in India post the upcoming launch
valid,What were your biggest learnings from the work  experiences in all companies/ profiles you worked for/ in
invalid,Need  to reduce the waiting time in the OPD of a hospital. How would you do it
invalid,Why MBA after such work experience?
invalid,Short quantitative problem on variable/ fixed expenses of a hotel
invalid,Qualitative case: How  would you reduce the setup cost of a hotel company?
invalid,Generic HR
invalid,simple guestimate to  estimate the size and revenue of Apple I phone 6 in India
invalid,Round 2:A case based on tackling the problem of Anemia in India   (assuming the role of the Prime Minister of India)
invalid,A case based on market entry of a firm into India (basic  structure required).HR questions on why consulting?Long term   goals?
valid,Why are you so famous in your batch? Why does everybody talk about your batch?
valid,What did you do in your job?
invalid,a few basic  questions in operations
invalid,2-3 questions related to extra academic  activities
invalid,If govt. wants to collaborate with private players to open  education institutions what are possible quality/Financial check   measures
invalid,questions  on my hobbies
valid,summarise your work ex
invalid,case
invalid,Case : I am a US based company and I sell 3 products A, B, C (I  don\xc3\xa2\xe2\x82\xac\xe2\x84\xa2t rem exact name) and I am having losses. I assume the reason   for facing losses can be either economic downturn, new   competitors, or internal problems in the company. Tell me what is   the exact reason
invalid,Extensive HR
invalid,case
invalid,case
valid,Work ex details on CV
invalid,difference between agile and waterfall methodology of   development (methods used in IT industry)
invalid,Why did I join IIM Lucknow and not IIM Bangalore?
valid,Is IIM Lucknow adding value as per your expectations?
invalid,In your cv, I don\xc3\xa2\xe2\x82\xac\xe2\x84\xa2t find any POR on campus?
invalid,What all shortlists do you have?
invalid,\xc3\xa2\xe2\x82\xac\xc5\x93B.Sc. Biology! Hm..how good are you in Maths\xc3\xa2\xe2\x82\xac\xc2\x9d
invalid,Do you have any questions?
invalid,A cable box manufacturer wants to outsource  manufacturing
valid,If we give you PPO, will you be willing to travel
valid,Why consulting
invalid,You have never done one thing at a time. (Entrepreneur when  student, left college when student, job to IIML etc.) How will you  be consistent and satisfied in Deloitte?
invalid,Why didn\xc3\xa2\xe2\x82\xac\xe2\x84\xa2t you peruse you start up ahead in spite of being  successful
invalid,Any questions
valid,Tell me about yourself
invalid,The case was based on a tractor manufacturer and the  falling market share of the company. The primary idea was to lay   out all possible reasons for such a fall both from the view of supply   and customer demand. The qualifying questions ruled out the   possibility of supply side problems and hence demand side was key.   Repair and maintainence costs were the reason for falling customer   demand. The case was fairly quantitative in nature
invalid,The aim was to improve the profit per ton of cement  sold. This was again a quantitative case where the different   transportation routes were to be mapped and the most profitable   markets were identified. Markets where profits were lower were   abandoned
invalid,This was a case discussion as opposed to a case solving  exercise. Here the interviewer discussed the various possibilities for   starting a new shop in terms of pricing, costs, financing,   recruitment, location, etc
valid,Why consulting?
invalid,Why BCG?
invalid,Case on market entry for a Mobile Repairing centre (the authorized  repair centre for a company)
invalid,Case on Profitability \xc3\xa2\xe2\x82\xac\xe2\x80\x9c Tractor manufacturing  company. My profits are declining.   On further questioning, I found out that the company dealt in 3   types of tractors. Followed the standard approach and figured out   that there was a problem in the after-sales service of one type of   tractor. He gave me some numbers to work out and suggest   changing the prices of the tractors based on the competitors prices,   gross margins
valid,Introduction
invalid,General HR
invalid,Case
invalid,Extensive HR
invalid,Small case
invalid,A tractor manufacturing company\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s share is declining. Company Description, Manufacturing Operations, and Revenue Split \xc3\xa2\xe2\x82\xac\xe2\x80\x9c by product and geography. The company had 4 tractor models (different hp powers)
valid,Tell me about yourself
valid,tell me a situation where you  created an impact and brought about a change
invalid,A pharma company is in phase-1 trials of a  first of it\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s kind drug in the world that can cure baldness   permanently. Should it go ahead and sell this formula and rights to   a potential buyer and if yes, for what amount
invalid,The client is a motorcycle manufacturer from  India, wanting to sell motorcycles in Nigeria. For simplicity we will   talk in INR terms. The motorcycle market of Nigeria is dominated   by 3-4 Chinese manufacturers who sell motorcycles at INR25k. My   bikes cost INR50k. How do I sell them there?
invalid,The case was a no quantitative one. It was about a  private bank which has recently got 50 branch opening licences   from RBI. How to decide where to set up these branches?
invalid,Your client is a fruits and vegetables retailer who is  facing inventory management issues
valid,Brief Introduction
valid,Why consulting?
invalid,You must be having  a busy day. How many interviews are you through with?
invalid,A 20-25 slide PPT. The client is a Dairy farming corp. based  out of Western Europe. Its current market is almost saturated. The   client wants to expand its existing operations. It has several markets within dairy under consideration. Evaluate the prospects
valid,Tell me about yourself?
invalid,What are the important  factors you will look at if you are a cement dealer?
invalid,Case on building materials
invalid,Guesstimate no of tomatoes sold in a residential area  by a new organised retailer
valid,Tell me about yourself
invalid,Why Alvarez?
invalid,Why consult?
valid,Work experience at Tata Steel.
