type,text 
noreview,"and he's in the acerbic "" your friends & neighbors , "" playing a talkative , sexually-frustrated drama coach called jerri . "
noreview,"now there's "" permanent midnight , "" in which stiller plays another jerry , this one a heroin-addicted television writer , last name stahl . "
noreview,there's also something about this industry that pushes bankable stars like stiller into doing drug-addiction pictures the minute they've proved themselves commercially . 
noreview,"ewan mcgregor springs to mind who , after successful turns in "" emma "" and "" brassed off , "" received greater respect and admiration for his mind-blowing realization as renton in danny boyle's transatlantic junk-fest , "" trainspotting . "" "
noreview,"the philosophy appears to be a simple one : if you want 'em to be taken seriously , make 'em do drugs . "
noreview," permanent midnight "" is based on the true life experiences of jerry stahl , a successful hollywood writer who , in the mid-eighties , had a $5 , 000-a-week job churning out plotlines for disposable tv sitcoms and a $6 , 000-a-week heroin habit . a habit , in stahl's own words , "" the size of utah .  "
noreview,"as stahl , stiller contributes a commanding performance . "
noreview,"unlike "" trainspotting , "" which was successful in having it both ways by chronicling both the highs and the lows of heroin abuse , "" permanent midnight "" instead focuses on the concept of drug addiction as maintenance . "
noreview,"one of the earliest observations in the film is a casual reference to "" naked lunch "" author william s . burroughs who , when asked why he shoots up first thing in the morning responds , "" so i can shave . "" "
noreview,"stahl rarely appears to be puncturing veins for the thrill of it all in "" permanent midnight "" ; it's so he can talk to his mother on the phone , show up for work on time , even pay his bills . "
noreview,"while the film itself occasionally wobbles around along with stahl , the writing ( adapted from stahl's autobiography by director david veloz ) is controlled and pointed . "
noreview,by phil curtolo mel gibson ( braveheart ) gave a gripping performance as the father of a young kidnapped boy in ron howard's ransom . 
noreview,"gibson plays tom mullen , a wealthy business tycoon whose past actions are coming back to haunt him as a deranged psychopath , played by gary sinise ( forrest gump ) , and his band of low-life thugs kidnap his only son for $2 million . "
noreview,"tom and his wife , kate , played by rene russo ( tin cup ) were instructed not to inform the police , but they contacted the fbi . "
noreview,"minutes later , an elite team of agents led by delroy lindo ( broken arrow ) are in tom's house and wiring every phone . "
